deviation_id,product_id,batch_id,plant_id,deviation_type,severity,root_cause_code,capa_status,reported_date,closed_date
DEV000976,PROD00229,BATCH001385,PLANT01,Documentation Error,Major,RC003,Closed,2024-02-05,2024-02-23
DEV000977,PROD00140,BATCH000533,PLANT03,Out-of-Specification (OOS),Critical,RC003,Closed,2023-03-25,2023-05-03
DEV000978,PROD00387,BATCH000841,PLANT05,Contamination,Minor,RC001,Closed,2023-09-23,2023-10-23
DEV000979,PROD00948,BATCH000117,PLANT05,Documentation Error,Major,RC011,Closed,2024-05-30,2024-06-19
DEV000980,PROD00717,BATCH001166,PLANT03,Labeling Error,Major,RC011,Under Review,2024-02-05,
DEV000981,PROD00777,BATCH000568,PLANT05,Out-of-Specification (OOS),Minor,RC006,Closed,2023-12-16,2024-01-30
DEV000982,PROD00982,BATCH001150,PLANT04,Documentation Error,Major,RC013,Closed,2025-06-13,2025-07-20
DEV000983,PROD00198,BATCH001318,PLANT05,Process Deviation,Minor,RC014,Under Review,2023-06-29,
DEV000984,PROD00190,BATCH000052,PLANT03,Contamination,Major,RC013,Closed,2024-03-06,2024-04-05
DEV000985,PROD00082,BATCH001174,PLANT02,Out-of-Specification (OOS),Minor,RC011,Under Review,2024-07-01,
DEV000986,PROD00013,BATCH001109,PLANT05,Documentation Error,Minor,RC023,Under Review,2023-05-07,
DEV000987,PROD00443,BATCH000783,PLANT02,Documentation Error,Minor,RC017,Closed,2024-08-15,2024-09-25
DEV000988,PROD00952,BATCH000795,PLANT04,Process Deviation,Minor,RC023,Closed,2025-03-11,2025-04-12
DEV000989,PROD00408,BATCH000306,PLANT01,Equipment Malfunction,Major,RC004,Closed,2024-07-02,2024-08-08
DEV000990,PROD00122,BATCH000560,PLANT05,Out-of-Specification (OOS),Major,RC017,Closed,2023-10-13,2023-10-25
DEV000991,PROD00336,BATCH000741,PLANT01,Equipment Malfunction,Major,RC013,Closed,2024-02-07,2024-02-26
DEV000992,PROD00746,BATCH000463,PLANT01,Equipment Malfunction,Major,RC012,Closed,2023-08-24,2023-10-05
DEV000993,PROD00212,BATCH001001,PLANT01,Out-of-Specification (OOS),Major,RC004,Closed,2023-01-15,2023-02-21
DEV000994,PROD00147,BATCH001095,PLANT05,Equipment Malfunction,Minor,RC013,Closed,2023-06-25,2023-08-03
DEV000995,PROD00391,BATCH000584,PLANT05,Equipment Malfunction,Minor,RC019,Closed,2024-06-17,2024-07-28
DEV000996,PROD00248,BATCH000979,PLANT04,Labeling Error,Minor,RC021,Closed,2023-09-28,2023-10-26
DEV000997,PROD00432,BATCH000508,PLANT02,Documentation Error,Critical,RC023,Open,2024-10-21,
DEV000998,PROD00217,BATCH000145,PLANT04,Equipment Malfunction,Minor,RC009,Open,2023-12-17,
DEV000999,PROD00381,BATCH000650,PLANT02,Documentation Error,Major,RC001,Closed,2023-03-03,2023-03-08
DEV001000,PROD00865,BATCH000535,PLANT01,Out-of-Specification (OOS),Major,RC012,Closed,2025-06-28,2025-07-20
DEV001001,PROD00553,BATCH000749,PLANT04,Labeling Error,Minor,RC011,Closed,2023-07-25,2023-08-02
DEV001002,PROD00760,BATCH000013,PLANT01,Temperature Excursion,Major,RC020,Closed,2023-03-27,2023-04-24
DEV001003,PROD00962,BATCH001042,PLANT04,Out-of-Specification (OOS),Minor,RC019,Under Review,2025-01-13,
DEV001004,PROD00455,BATCH000082,PLANT04,Temperature Excursion,Minor,RC020,Under Review,2023-06-13,
DEV001005,PROD00262,BATCH000262,PLANT04,Documentation Error,Minor,RC018,Closed,2024-12-16,2024-12-30
DEV001006,PROD00409,BATCH001139,PLANT03,Temperature Excursion,Minor,RC008,Closed,2023-10-21,2023-12-03
DEV001007,PROD00469,BATCH000716,PLANT04,Documentation Error,Minor,RC021,Closed,2023-02-17,2023-03-20
DEV001008,PROD00575,BATCH000167,PLANT03,Out-of-Specification (OOS),Minor,RC011,Open,2024-09-11,
DEV001009,PROD00976,BATCH000402,PLANT05,Process Deviation,Minor,RC013,Closed,2025-05-05,2025-06-06
DEV001010,PROD00517,BATCH001207,PLANT05,Labeling Error,Minor,RC009,Open,2024-05-23,
DEV001011,PROD00757,BATCH000673,PLANT03,Equipment Malfunction,Minor,RC019,Closed,2023-10-11,2023-10-15
DEV001012,PROD00859,BATCH000084,PLANT04,Out-of-Specification (OOS),Minor,RC007,Closed,2024-09-17,2024-10-24
DEV001013,PROD00271,BATCH000177,PLANT04,Equipment Malfunction,Minor,RC006,Closed,2024-09-03,2024-10-18
DEV001014,PROD00381,BATCH000983,PLANT02,Contamination,Minor,RC001,Closed,2023-10-26,2023-11-25
DEV001015,PROD00583,BATCH000115,PLANT01,Contamination,Minor,RC001,Under Review,2024-03-13,
DEV001016,PROD00728,BATCH000697,PLANT01,Contamination,Major,RC017,Under Review,2025-07-14,
DEV001017,PROD00022,BATCH000721,PLANT02,Labeling Error,Minor,RC024,Closed,2025-06-06,2025-06-19
DEV001018,PROD00367,BATCH001023,PLANT01,Process Deviation,Minor,RC019,Closed,2023-03-07,2023-04-02
DEV001019,PROD00697,BATCH001420,PLANT02,Temperature Excursion,Major,RC002,Closed,2023-01-31,2023-02-24
DEV001020,PROD00748,BATCH001222,PLANT05,Labeling Error,Minor,RC023,Closed,2024-04-19,2024-05-10
DEV001021,PROD00902,BATCH000583,PLANT04,Process Deviation,Minor,RC017,Under Review,2024-08-11,
DEV001022,PROD00204,BATCH001421,PLANT03,Contamination,Major,RC001,Closed,2024-05-17,2024-06-13
DEV001023,PROD00715,BATCH001080,PLANT03,Temperature Excursion,Minor,RC017,Open,2025-03-21,
DEV001024,PROD00206,BATCH001351,PLANT02,Documentation Error,Major,RC013,Under Review,2024-06-05,
DEV001025,PROD00403,BATCH001331,PLANT05,Documentation Error,Major,RC023,Under Review,2024-07-11,
DEV001026,PROD00824,BATCH001074,PLANT01,Temperature Excursion,Major,RC007,Under Review,2024-04-24,
DEV001027,PROD00793,BATCH001442,PLANT03,Process Deviation,Major,RC004,Closed,2023-07-18,2023-08-19
DEV001028,PROD00960,BATCH000029,PLANT03,Temperature Excursion,Major,RC023,Open,2024-07-01,
DEV001029,PROD00657,BATCH000534,PLANT02,Equipment Malfunction,Minor,RC017,Closed,2025-02-17,2025-02-21
DEV001030,PROD00404,BATCH000097,PLANT04,Temperature Excursion,Major,RC003,Closed,2023-07-03,2023-07-21
DEV001031,PROD00137,BATCH001180,PLANT02,Process Deviation,Critical,RC024,Closed,2024-08-06,2024-08-18
DEV001032,PROD00659,BATCH000763,PLANT04,Process Deviation,Minor,RC025,Closed,2024-07-14,2024-07-22
DEV001033,PROD00113,BATCH001341,PLANT04,Temperature Excursion,Major,RC025,Closed,2024-10-28,2024-11-06
DEV001034,PROD00746,BATCH001391,PLANT01,Temperature Excursion,Minor,RC010,Open,2024-02-08,
DEV001035,PROD00632,BATCH001078,PLANT02,Equipment Malfunction,Major,RC020,Closed,2025-04-25,2025-05-06
DEV001036,PROD00742,BATCH000609,PLANT05,Labeling Error,Major,RC002,Closed,2025-07-24,2025-07-30
DEV001037,PROD00103,BATCH001253,PLANT01,Contamination,Major,RC011,Closed,2025-08-18,2025-09-18
DEV001038,PROD00086,BATCH000225,PLANT05,Temperature Excursion,Minor,RC024,Open,2023-06-19,
DEV001039,PROD00240,BATCH000961,PLANT02,Labeling Error,Major,RC013,Closed,2024-01-25,2024-03-08
DEV001040,PROD00562,BATCH001330,PLANT05,Out-of-Specification (OOS),Minor,RC007,Closed,2024-05-30,2024-06-27
DEV001041,PROD00969,BATCH000243,PLANT01,Documentation Error,Critical,RC016,Open,2025-02-20,
DEV001042,PROD00363,BATCH000345,PLANT02,Temperature Excursion,Major,RC003,Open,2024-04-19,
DEV001043,PROD00203,BATCH000390,PLANT02,Process Deviation,Minor,RC014,Closed,2025-02-11,2025-02-23
DEV001044,PROD00358,BATCH000834,PLANT02,Out-of-Specification (OOS),Major,RC023,Closed,2025-01-11,2025-02-15
DEV001045,PROD00363,BATCH000488,PLANT02,Temperature Excursion,Major,RC014,Under Review,2023-01-16,
DEV001046,PROD00335,BATCH000750,PLANT03,Contamination,Minor,RC023,Closed,2023-10-11,2023-10-18
DEV001047,PROD00589,BATCH001160,PLANT04,Contamination,Minor,RC025,Closed,2025-05-03,2025-06-06
DEV001048,PROD00350,BATCH000186,PLANT04,Out-of-Specification (OOS),Critical,RC001,Open,2024-04-09,
DEV001049,PROD00674,BATCH001493,PLANT05,Out-of-Specification (OOS),Minor,RC013,Closed,2023-01-25,2023-02-13
DEV001050,PROD00791,BATCH001021,PLANT04,Labeling Error,Minor,RC024,Open,2024-05-14,
DEV001051,PROD00748,BATCH000701,PLANT05,Labeling Error,Minor,RC007,Closed,2023-08-02,2023-08-31
DEV001052,PROD00252,BATCH001189,PLANT05,Labeling Error,Critical,RC005,Closed,2024-12-01,2025-01-11
DEV001053,PROD00950,BATCH000383,PLANT02,Out-of-Specification (OOS),Critical,RC016,Closed,2024-09-01,2024-10-14
DEV001054,PROD00038,BATCH001255,PLANT05,Temperature Excursion,Minor,RC008,Closed,2023-02-26,2023-03-22
DEV001055,PROD00467,BATCH001055,PLANT04,Contamination,Major,RC010,Under Review,2025-07-23,
DEV001056,PROD00389,BATCH001360,PLANT01,Documentation Error,Minor,RC022,Open,2025-03-19,
DEV001057,PROD00341,BATCH000618,PLANT04,Labeling Error,Major,RC014,Closed,2025-07-31,2025-09-06
DEV001058,PROD00290,BATCH000137,PLANT01,Out-of-Specification (OOS),Minor,RC011,Closed,2024-12-11,2025-01-24
DEV001059,PROD00945,BATCH001092,PLANT02,Contamination,Minor,RC013,Closed,2023-07-23,2023-09-06
DEV001060,PROD00394,BATCH000893,PLANT04,Temperature Excursion,Major,RC009,Closed,2025-02-13,2025-03-04
DEV001061,PROD00831,BATCH001146,PLANT05,Process Deviation,Major,RC017,Closed,2024-01-23,2024-02-14
DEV001062,PROD00050,BATCH001408,PLANT03,Temperature Excursion,Major,RC011,Closed,2024-08-23,2024-09-23
DEV001063,PROD00312,BATCH001290,PLANT02,Labeling Error,Critical,RC006,Closed,2025-07-23,2025-08-14
DEV001064,PROD00494,BATCH001466,PLANT04,Process Deviation,Minor,RC002,Open,2024-08-05,
DEV001065,PROD00764,BATCH000742,PLANT02,Contamination,Major,RC012,Closed,2024-09-08,2024-09-27
DEV001066,PROD00894,BATCH000845,PLANT03,Labeling Error,Minor,RC022,Under Review,2023-10-07,
DEV001067,PROD00498,BATCH000745,PLANT05,Process Deviation,Major,RC015,Open,2025-07-29,
DEV001068,PROD00572,BATCH000941,PLANT05,Documentation Error,Major,RC002,Closed,2024-12-02,2025-01-12
DEV001069,PROD00391,BATCH000012,PLANT05,Process Deviation,Minor,RC024,Under Review,2024-08-08,
DEV001070,PROD00402,BATCH000366,PLANT02,Process Deviation,Minor,RC012,Under Review,2024-07-20,
DEV001071,PROD00605,BATCH000423,PLANT02,Labeling Error,Major,RC008,Closed,2024-12-12,2025-01-25
DEV001072,PROD00013,BATCH000491,PLANT05,Process Deviation,Major,RC022,Open,2025-05-29,
DEV001073,PROD00079,BATCH000253,PLANT02,Documentation Error,Minor,RC010,Under Review,2025-08-08,
DEV001074,PROD00432,BATCH000804,PLANT02,Documentation Error,Major,RC002,Under Review,2025-06-18,
DEV001075,PROD00137,BATCH001449,PLANT02,Out-of-Specification (OOS),Major,RC025,Closed,2024-08-02,2024-08-21
DEV001076,PROD00933,BATCH000839,PLANT01,Process Deviation,Minor,RC023,Closed,2024-04-28,2024-05-28
DEV001077,PROD00813,BATCH000812,PLANT05,Labeling Error,Major,RC018,Closed,2023-10-06,2023-11-13
DEV001078,PROD00158,BATCH000712,PLANT01,Labeling Error,Minor,RC006,Closed,2024-05-03,2024-05-22
DEV001079,PROD00860,BATCH000192,PLANT04,Equipment Malfunction,Minor,RC015,Closed,2024-02-09,2024-03-12
DEV001080,PROD00604,BATCH000035,PLANT03,Out-of-Specification (OOS),Critical,RC003,Closed,2024-10-21,2024-11-23
DEV001081,PROD00158,BATCH000648,PLANT01,Equipment Malfunction,Major,RC013,Under Review,2024-08-02,
DEV001082,PROD00492,BATCH001302,PLANT05,Contamination,Minor,RC016,Open,2023-04-01,
DEV001083,PROD00407,BATCH001485,PLANT04,Labeling Error,Minor,RC003,Closed,2025-05-01,2025-06-06
DEV001084,PROD00249,BATCH000310,PLANT04,Labeling Error,Critical,RC003,Open,2025-05-23,
DEV001085,PROD00634,BATCH001477,PLANT05,Contamination,Minor,RC025,Closed,2025-07-23,2025-08-02
DEV001086,PROD00600,BATCH000111,PLANT04,Labeling Error,Major,RC013,Closed,2025-06-27,2025-07-19
DEV001087,PROD00179,BATCH001399,PLANT04,Labeling Error,Major,RC024,Closed,2024-08-08,2024-09-13
DEV001088,PROD00308,BATCH000603,PLANT03,Documentation Error,Critical,RC003,Closed,2023-02-16,2023-03-16
DEV001089,PROD00542,BATCH000613,PLANT03,Temperature Excursion,Minor,RC021,Open,2024-03-01,
DEV001090,PROD00486,BATCH000474,PLANT03,Contamination,Minor,RC018,Closed,2024-02-27,2024-03-17
DEV001091,PROD00684,BATCH000209,PLANT02,Equipment Malfunction,Minor,RC015,Closed,2023-07-24,2023-08-25
DEV001092,PROD00448,BATCH000885,PLANT02,Labeling Error,Major,RC015,Closed,2023-02-17,2023-03-25
DEV001093,PROD00734,BATCH000320,PLANT01,Contamination,Minor,RC023,Open,2023-09-25,
DEV001094,PROD00948,BATCH000075,PLANT05,Documentation Error,Major,RC002,Closed,2024-12-07,2024-12-30
DEV001095,PROD00518,BATCH000492,PLANT01,Temperature Excursion,Major,RC008,Closed,2024-06-12,2024-06-27
DEV001096,PROD00082,BATCH000457,PLANT02,Temperature Excursion,Minor,RC010,Closed,2023-10-15,2023-11-08
DEV001097,PROD00593,BATCH000498,PLANT02,Equipment Malfunction,Minor,RC011,Closed,2023-05-25,2023-06-03
DEV001098,PROD00492,BATCH000669,PLANT05,Out-of-Specification (OOS),Minor,RC003,Under Review,2025-01-06,
DEV001099,PROD00285,BATCH001312,PLANT02,Process Deviation,Minor,RC015,Open,2023-02-11,
DEV001100,PROD00211,BATCH001339,PLANT01,Contamination,Major,RC014,Closed,2024-09-07,2024-09-10
DEV001101,PROD00005,BATCH001335,PLANT03,Labeling Error,Major,RC004,Closed,2023-10-18,2023-11-17
DEV001102,PROD00027,BATCH000230,PLANT05,Out-of-Specification (OOS),Minor,RC010,Open,2024-09-08,
DEV001103,PROD00873,BATCH001368,PLANT04,Documentation Error,Minor,RC010,Closed,2024-04-10,2024-04-25
DEV001104,PROD00139,BATCH000461,PLANT02,Out-of-Specification (OOS),Minor,RC012,Closed,2024-09-09,2024-09-12
DEV001105,PROD00398,BATCH000692,PLANT02,Out-of-Specification (OOS),Major,RC002,Closed,2023-04-01,2023-04-15
DEV001106,PROD00675,BATCH000314,PLANT03,Labeling Error,Minor,RC011,Closed,2023-07-07,2023-07-29
DEV001107,PROD00769,BATCH000104,PLANT03,Process Deviation,Major,RC020,Open,2024-04-15,
DEV001108,PROD00103,BATCH000551,PLANT01,Contamination,Minor,RC004,Closed,2023-04-21,2023-05-22
DEV001109,PROD00325,BATCH000713,PLANT03,Contamination,Minor,RC024,Open,2023-02-20,
DEV001110,PROD00104,BATCH000838,PLANT05,Documentation Error,Minor,RC009,Closed,2023-10-29,2023-11-13
DEV001111,PROD00568,BATCH001377,PLANT05,Contamination,Major,RC007,Closed,2024-04-12,2024-05-08
DEV001112,PROD00094,BATCH000579,PLANT02,Process Deviation,Minor,RC022,Under Review,2025-05-19,
DEV001113,PROD00892,BATCH000092,PLANT01,Documentation Error,Minor,RC010,Closed,2023-08-28,2023-09-27
DEV001114,PROD00168,BATCH001465,PLANT03,Process Deviation,Minor,RC004,Closed,2023-06-25,2023-07-17
DEV001115,PROD00560,BATCH000309,PLANT01,Out-of-Specification (OOS),Minor,RC014,Closed,2025-01-25,2025-02-09
DEV001116,PROD00282,BATCH000824,PLANT02,Documentation Error,Major,RC013,Closed,2024-08-20,2024-09-28
DEV001117,PROD00851,BATCH000521,PLANT02,Temperature Excursion,Minor,RC020,Closed,2024-01-26,2024-03-06
DEV001118,PROD00043,BATCH000027,PLANT01,Process Deviation,Major,RC009,Closed,2023-04-19,2023-04-27
DEV001119,PROD00184,BATCH001307,PLANT04,Labeling Error,Major,RC021,Closed,2025-02-06,2025-02-22
DEV001120,PROD00486,BATCH000212,PLANT03,Process Deviation,Major,RC018,Open,2023-01-15,
DEV001121,PROD00130,BATCH000102,PLANT03,Process Deviation,Major,RC017,Open,2023-08-04,
DEV001122,PROD00581,BATCH000687,PLANT04,Equipment Malfunction,Minor,RC001,Open,2025-05-27,
DEV001123,PROD00617,BATCH000024,PLANT03,Process Deviation,Minor,RC019,Closed,2025-06-30,2025-08-09
DEV001124,PROD00339,BATCH001155,PLANT04,Equipment Malfunction,Minor,RC001,Under Review,2024-02-16,
DEV001125,PROD00306,BATCH000466,PLANT02,Labeling Error,Critical,RC020,Under Review,2024-08-28,
DEV001126,PROD00770,BATCH000077,PLANT04,Contamination,Critical,RC003,Under Review,2025-08-15,
DEV001127,PROD00590,BATCH000683,PLANT05,Labeling Error,Major,RC013,Closed,2025-04-26,2025-05-02
DEV001128,PROD00699,BATCH000554,PLANT04,Documentation Error,Minor,RC024,Open,2023-01-09,
DEV001129,PROD00408,BATCH001165,PLANT01,Temperature Excursion,Major,RC023,Open,2023-06-12,
DEV001130,PROD00087,BATCH000245,PLANT03,Process Deviation,Minor,RC023,Under Review,2024-01-28,
DEV001131,PROD00817,BATCH000708,PLANT05,Out-of-Specification (OOS),Critical,RC007,Open,2023-04-08,
DEV001132,PROD00242,BATCH000313,PLANT01,Contamination,Minor,RC006,Closed,2024-06-17,2024-07-12
DEV001133,PROD00941,BATCH000635,PLANT02,Equipment Malfunction,Critical,RC012,Closed,2025-02-24,2025-03-05
DEV001134,PROD00924,BATCH001168,PLANT01,Labeling Error,Major,RC021,Closed,2023-01-22,2023-03-05
DEV001135,PROD00158,BATCH001223,PLANT01,Equipment Malfunction,Major,RC016,Open,2024-06-20,
DEV001136,PROD00128,BATCH000071,PLANT01,Process Deviation,Minor,RC020,Closed,2025-04-23,2025-05-02
DEV001137,PROD00103,BATCH001373,PLANT01,Out-of-Specification (OOS),Minor,RC013,Open,2023-05-30,
DEV001138,PROD00164,BATCH000990,PLANT01,Labeling Error,Minor,RC023,Open,2023-10-20,
DEV001139,PROD00778,BATCH000480,PLANT05,Out-of-Specification (OOS),Major,RC019,Open,2023-12-28,
DEV001140,PROD00032,BATCH000036,PLANT02,Out-of-Specification (OOS),Minor,RC019,Closed,2024-12-24,2025-01-09
DEV001141,PROD00608,BATCH000766,PLANT04,Equipment Malfunction,Minor,RC017,Under Review,2025-07-03,
DEV001142,PROD00646,BATCH001093,PLANT03,Equipment Malfunction,Minor,RC022,Open,2023-07-10,
DEV001143,PROD00096,BATCH000221,PLANT05,Contamination,Minor,RC013,Under Review,2023-09-29,
DEV001144,PROD00333,BATCH000200,PLANT05,Temperature Excursion,Major,RC007,Closed,2025-06-03,2025-06-25
DEV001145,PROD00844,BATCH000817,PLANT04,Contamination,Minor,RC002,Closed,2023-12-15,2024-01-25
DEV001146,PROD00417,BATCH000594,PLANT01,Contamination,Minor,RC004,Under Review,2024-02-10,
DEV001147,PROD00588,BATCH000098,PLANT01,Out-of-Specification (OOS),Major,RC001,Closed,2024-04-25,2024-05-10
DEV001148,PROD00602,BATCH001199,PLANT01,Contamination,Major,RC010,Closed,2025-03-07,2025-04-01
DEV001149,PROD00611,BATCH001144,PLANT04,Process Deviation,Minor,RC018,Under Review,2023-02-23,
DEV001150,PROD00418,BATCH000451,PLANT03,Out-of-Specification (OOS),Critical,RC001,Under Review,2023-12-27,
DEV001151,PROD00740,BATCH001012,PLANT05,Contamination,Minor,RC014,Under Review,2023-05-18,
DEV001152,PROD00505,BATCH000180,PLANT01,Temperature Excursion,Minor,RC004,Closed,2023-09-07,2023-10-01
DEV001153,PROD00122,BATCH000932,PLANT05,Documentation Error,Major,RC002,Closed,2024-02-27,2024-03-14
DEV001154,PROD00343,BATCH000575,PLANT04,Labeling Error,Major,RC025,Under Review,2024-07-31,
DEV001155,PROD00517,BATCH001474,PLANT05,Temperature Excursion,Minor,RC021,Under Review,2023-08-02,
DEV001156,PROD00815,BATCH000895,PLANT02,Process Deviation,Minor,RC001,Closed,2023-12-20,2024-01-04
DEV001157,PROD00071,BATCH000157,PLANT01,Equipment Malfunction,Major,RC025,Closed,2023-06-12,2023-07-22
DEV001158,PROD00502,BATCH000487,PLANT01,Process Deviation,Major,RC012,Closed,2023-02-10,2023-02-14
DEV001159,PROD00093,BATCH000836,PLANT03,Process Deviation,Critical,RC011,Open,2024-10-14,
DEV001160,PROD00352,BATCH000144,PLANT02,Process Deviation,Major,RC002,Closed,2024-01-27,2024-02-23
DEV001161,PROD00543,BATCH000191,PLANT03,Process Deviation,Minor,RC019,Closed,2024-08-29,2024-09-13
DEV001162,PROD00436,BATCH000216,PLANT02,Out-of-Specification (OOS),Minor,RC022,Open,2024-09-19,
DEV001163,PROD00200,BATCH001394,PLANT04,Temperature Excursion,Major,RC018,Closed,2025-01-19,2025-01-31
DEV001164,PROD00428,BATCH000061,PLANT04,Out-of-Specification (OOS),Minor,RC023,Closed,2024-08-09,2024-09-13
DEV001165,PROD00439,BATCH001467,PLANT04,Contamination,Minor,RC015,Open,2024-05-21,
DEV001166,PROD00626,BATCH001075,PLANT05,Documentation Error,Minor,RC018,Closed,2023-07-04,2023-07-12
DEV001167,PROD00827,BATCH000279,PLANT03,Labeling Error,Minor,RC012,Closed,2023-11-08,2023-12-22
DEV001168,PROD00825,BATCH001197,PLANT05,Temperature Excursion,Minor,RC018,Closed,2024-11-14,2024-12-16
DEV001169,PROD00766,BATCH001350,PLANT05,Equipment Malfunction,Major,RC012,Closed,2025-06-18,2025-07-07
DEV001170,PROD00525,BATCH000602,PLANT04,Temperature Excursion,Minor,RC002,Open,2024-01-16,
DEV001171,PROD00822,BATCH000151,PLANT02,Labeling Error,Major,RC013,Closed,2024-07-06,2024-07-24
DEV001172,PROD00463,BATCH000404,PLANT03,Equipment Malfunction,Minor,RC009,Closed,2024-03-10,2024-03-15
DEV001173,PROD00416,BATCH000771,PLANT03,Labeling Error,Major,RC024,Closed,2023-03-28,2023-04-19
DEV001174,PROD00643,BATCH000364,PLANT02,Temperature Excursion,Minor,RC004,Closed,2024-05-14,2024-06-28
DEV001175,PROD00464,BATCH000274,PLANT05,Process Deviation,Minor,RC011,Under Review,2024-08-21,
DEV001176,PROD00491,BATCH000566,PLANT03,Labeling Error,Major,RC005,Closed,2023-10-04,2023-10-22
DEV001177,PROD00479,BATCH001471,PLANT02,Equipment Malfunction,Minor,RC004,Closed,2025-08-03,2025-09-02
DEV001178,PROD00533,BATCH000282,PLANT01,Process Deviation,Minor,RC003,Closed,2023-08-18,2023-09-26
DEV001179,PROD00498,BATCH000532,PLANT05,Documentation Error,Minor,RC005,Closed,2024-10-30,2024-12-14
DEV001180,PROD00518,BATCH000246,PLANT01,Out-of-Specification (OOS),Minor,RC004,Closed,2025-03-11,2025-04-14
DEV001181,PROD00701,BATCH000379,PLANT05,Temperature Excursion,Minor,RC008,Under Review,2024-12-14,
DEV001182,PROD00522,BATCH001453,PLANT04,Process Deviation,Minor,RC011,Closed,2024-10-19,2024-10-24
DEV001183,PROD00307,BATCH000123,PLANT02,Contamination,Major,RC005,Under Review,2023-09-10,
DEV001184,PROD00963,BATCH001119,PLANT02,Labeling Error,Major,RC017,Closed,2025-08-04,2025-09-02
DEV001185,PROD00907,BATCH000671,PLANT02,Out-of-Specification (OOS),Major,RC001,Under Review,2024-03-08,
DEV001186,PROD00404,BATCH000380,PLANT04,Labeling Error,Minor,RC023,Open,2025-03-30,
DEV001187,PROD00937,BATCH000714,PLANT05,Contamination,Major,RC013,Open,2025-01-13,
DEV001188,PROD00780,BATCH000890,PLANT03,Labeling Error,Critical,RC021,Under Review,2023-01-08,
DEV001189,PROD00587,BATCH000825,PLANT05,Documentation Error,Minor,RC024,Under Review,2025-05-23,
DEV001190,PROD00085,BATCH001277,PLANT04,Contamination,Minor,RC004,Closed,2024-05-24,2024-06-08
DEV001191,PROD00818,BATCH001304,PLANT02,Contamination,Major,RC006,Closed,2023-03-28,2023-04-18
DEV001192,PROD00687,BATCH000409,PLANT04,Contamination,Minor,RC020,Open,2024-04-12,
DEV001193,PROD00373,BATCH001364,PLANT02,Documentation Error,Minor,RC024,Open,2024-05-24,
DEV001194,PROD00293,BATCH001423,PLANT04,Temperature Excursion,Major,RC012,Closed,2024-09-22,2024-09-25
DEV001195,PROD00025,BATCH000879,PLANT02,Documentation Error,Minor,RC003,Closed,2023-05-20,2023-06-09
DEV001196,PROD00899,BATCH001437,PLANT01,Documentation Error,Minor,RC015,Closed,2025-06-12,2025-07-10
DEV001197,PROD00785,BATCH000540,PLANT03,Labeling Error,Minor,RC006,Closed,2024-03-07,2024-03-11
DEV001198,PROD00301,BATCH001098,PLANT05,Equipment Malfunction,Major,RC012,Closed,2024-01-28,2024-02-07
DEV001199,PROD00407,BATCH000003,PLANT04,Temperature Excursion,Major,RC019,Open,2023-06-14,
DEV001200,PROD00828,BATCH000873,PLANT04,Temperature Excursion,Minor,RC003,Closed,2024-05-10,2024-05-18
